CAS	Chemical.Name	StructureID
603-00-9	Proxyphylline	v3a_Tox21_110471
603-50-9	Bisacodyl	v3a_Tox21_200338
606-17-7	Iodipamide	v3a_Tox21_113504
58045-23-1	Zuclopenthixol dihydrochloride	v3a_Tox21_110473
633-65-8	Berberine chloride	v3a_Tox21_200348
636-54-4	Clopamide	v3a_Tox21_110475
637-32-1	Proguanil hydrochloride	v3a_Tox21_110476
637-58-1	Pramoxine hydrochloride	v3a_Tox21_110477
651-06-9	Sulfameter	v3a_Tox21_110478
695-53-4	Dimethadione	v3a_Tox21_200496
723-46-6	Sulfamethoxazole	v3a_Tox21_200353
742-20-1	Cyclopenthiazide	v3a_Tox21_110481
745-65-3	Alprostadil	v3a_Tox21_110482
751-97-3	Rolitetracycline	v3a_Tox21_110483
834-28-6	Phenformin hydrochloride	v3a_Tox21_303004
853-23-6	Dehydroepiandrosterone acetate	v3a_Tox21_200963
882-09-7	Clofibric acid	v3a_Tox21_301680
886-74-8	Chlorphenesin carbamate	v3a_Tox21_110487
897-15-4	Dothiepin hydrochloride	v3a_Tox21_110488
956-03-6	Meprylcaine hydrochloride	v3a_Tox21_110489
957-68-6	7-Aminocephalosporanic acid	v3a_Tox21_110490
965-52-6	Nifuroxazide	v3a_Tox21_110491
985-13-7	Ethaverine hydrochloride	v3a_Tox21_110492
992-21-2	Lymecycline	v3a_Tox21_110493
1070-11-7	Ethambutol dihydrochloride	v3a_Tox21_110494
1084-65-7	Meticrane	v3a_Tox21_110495
1094-08-2	Ethopropazine hydrochloride	v3a_Tox21_110496
1104-22-9	Meclozine dihydrochloride	v3a_Tox21_110497
1115-70-4	Metformin hydrochloride	v3a_Tox21_110498
1177-87-3	Dexamethasone acetate	v3a_Tox21_112928
1195-16-0	Citiolone	v3a_Tox21_113346
1197-18-8	Tranexamic acid	v3a_Tox21_110500
1212-72-2	Mephentermine hemisulfate	v3a_Tox21_110501
1220-83-3	Sulfamonomethoxine	v3a_Tox21_110502
1264-72-8	Colistin sulfate	v3a_Tox21_110503
1393-48-2	Thiostrepton	v3a_Tox21_110504
1404-93-9	Vancomycin hydrochloride	v3a_Tox21_113388
1405-87-4	Bacitracin	v3a_Tox21_113180
1508-65-2	Oxybutynin chloride	v3a_Tox21_110507
1508-76-5	Procyclidine hydrochloride	v3a_Tox21_110508
1524-88-5	Flurandrenolide	v3a_Tox21_302611
1553-34-0	Metixene hydrochloride	v3a_Tox21_110510
1620-21-9	Chlorcyclizine hydrochloride	v3a_Tox21_110511
1649-18-9	Azaperone	v3a_Tox21_110512
1786-81-8	Prilocaine hydrochloride	v3a_Tox21_110513
1986-47-6	Tranylcypromine hydrochloride	v3a_Tox21_110514
2022-85-7	Flucytosine	v3a_Tox21_110515
2030-63-9	Clofazimine	v3a_Tox21_110516
2062-84-2	Benperidol	v3a_Tox21_110517
2135-17-3	Flumethasone	v3a_Tox21_110518
2139-47-1	Nifenazone	v3a_Tox21_110519
2363-58-8	Epitiostanol	v3a_Tox21_110520
2398-96-1	Tolnaftate	v3a_Tox21_301363
2438-72-4	Bufexamac	v3a_Tox21_110522
2447-57-6	Sulfadoxine	v3a_Tox21_110523
2508-72-7	Antazoline hydrochloride	v3a_Tox21_110524
2508-79-4	Methyldopate hydrochloride	v3a_Tox21_110525
2668-66-8	Medrysone	v3a_Tox21_110526
2753-45-9	Mebeverine hydrochloride	v3a_Tox21_110527
2773-92-4	Dimethisoquin hydrochloride	v3a_Tox21_110528
3092-17-9	Midodrine hydrochloride	v3a_Tox21_302723
3093-35-4	Halcinonide	v3a_Tox21_110530
3105-97-3	Hycanthone	v3a_Tox21_110531
3160-91-6	Moroxidine hydrochloride	v3a_Tox21_110532
972-02-1	Diphenidol	v3a_Tox21_113073
3416-26-0	Lidoflazine	v3a_Tox21_110533
3485-14-1	Cyclacillin	v3a_Tox21_110534
3485-62-9	Clidinium bromide	v3a_Tox21_110535
3598-37-6	Acetopromazine maleate	v3a_Tox21_110536
3717-88-2	Flavoxate hydrochloride	v3a_Tox21_110537
3736-81-0	Diloxanide furoate	v3a_Tox21_113492
3759-92-0	Furaltadone hydrochloride	v3a_Tox21_110538
3778-73-2	Ifosfamide	v3a_Tox21_302775
3778-76-5	Todralazine hydrochloride	v3a_Tox21_301437
3819-00-9	Piperacetazine	v3a_Tox21_110540
3902-71-4	Trioxsalen	v3a_Tox21_110541
3963-95-9	Methacycline hydrochloride	v3a_Tox21_110542
4093-35-0	Bromopride	v3a_Tox21_110543
4574-60-1	Atropine-N-oxide hydrochloride	v3a_Tox21_110544
4910-46-7	N-Acetyl-L-aspartyl-L-glutamic acid	v3a_Tox21_110545
5072-45-7	cis-Nanophine hydrochloride	v3a_Tox21_110546
5104-49-4	Flurbiprofen	v3a_Tox21_302353
5575-21-3	Cefalonium	v3a_Tox21_110548
5728-52-9	Felbinac	v3a_Tox21_110549
5870-29-1	Cyclopentolate hydrochloride	v3a_Tox21_110550
5874-97-5	Orciprenaline sulfate	v3a_Tox21_110551
5985-00-2	Hydrocotarnine hydrobromide	v3a_Tox21_110552
5987-82-6	Benoxinate hydrochloride	v3a_Tox21_110553
6064-83-1	Salicylic acid dihydrogen phosphate	v3a_Tox21_110554
6170-42-9	Chloropyramine hydrochloride	v3a_Tox21_113349
6452-73-9	Oxprenolol hydrochloride	v3a_Tox21_110556
6620-60-6	Proglumide	v3a_Tox21_110557
7060-74-4	Oleandomycin phosphate	v3a_Tox21_110558
7104-38-3	Methotrimeprazine maleate	v3a_Tox21_110559
7280-37-7	Estropipate	v3a_Tox21_113350
7681-76-7	Ronidazole	v3a_Tox21_303404
7681-93-8	Natamycin	v3a_Tox21_110561
8025-81-8	Spiramycin	v3a_Tox21_110562
59-02-9	Vitamin E	v3a_Tox21_202081
10310-32-4	Tribenoside	v3a_Tox21_110564
10457-90-6	Bromperidol	v3a_Tox21_110565
10592-13-9	Doxycycline hydrochloride	v3a_Tox21_110566
11032-49-8	Vitamin K2	v3a_Tox21_110567
13171-25-0	Trimetazidine dihydrochloride	v3a_Tox21_110568
13539-59-8	Azapropazone	v3a_Tox21_110569
13710-19-5	Tolfenamic acid	v3a_Tox21_110570
14255-87-9	Parbendazole	v3a_Tox21_110571
14611-52-0	Selegiline hydrochloride	v3a_Tox21_301846
14919-77-8	Benserazide hydrochloride	v3a_Tox21_110573
14976-57-9	Clemastine fumarate	v3a_Tox21_110574
14984-68-0	Cloperastine hydrochloride	v3a_Tox21_110575
15180-03-7	Alcuronium chloride	v3a_Tox21_110576
15318-45-3	Thiamphenicol	v3a_Tox21_200816
15421-84-8	Trapidil	v3a_Tox21_110578
15622-65-8	Molindone hydrochloride	v3a_Tox21_110579
16034-77-8	Iocetamic acid	v3a_Tox21_110580
1944-12-3	Fenoterol hydrobromide	v3a_Tox21_110581
16773-42-5	Ornidazole	v3a_Tox21_110582
16846-24-5	Josamycin	v3a_Tox21_110583
18694-40-1	Epirizole	v3a_Tox21_110584
18883-66-4	Streptozocin	v3a_Tox21_302974
19216-56-9	Prazosin	v3a_Tox21_113646
19387-91-8	Tinidazole	v3a_Tox21_110586
19562-30-2	Piromidic acid	v3a_Tox21_110587
35898-87-4	Dilazep	v3a_Tox21_110588
20554-84-1	Parthenolide	v3a_Tox21_110589
21187-98-4	Gliclazide	v3a_Tox21_110590
21462-39-5	Clindamycin hydrochloride	v3a_Tox21_110591
21736-83-4	Spectinomycin dihydrochloride	v3a_Tox21_110592
21738-42-1	Oxamniquine	v3a_Tox21_110593
22071-15-4	Ketoprofen	v3a_Tox21_200847
22195-34-2	Guanadrel sulfate	v3a_Tox21_110595
22232-54-8	Carbimazole	v3a_Tox21_302320
22457-89-2	Benfotiamine	v3a_Tox21_110597
22494-42-4	Diflunisal	v3a_Tox21_110598
22668-01-5	Etandazole	v3a_Tox21_110599
22881-35-2	Famprofazone	v3a_Tox21_110600
22916-47-8	Miconazole	v3a_Tox21_110601
23031-32-5	Terbutaline hemisulfate	v3a_Tox21_110602
23239-51-2	Ritodrine hydrochloride	v3a_Tox21_110603
23256-30-6	Nifurtimox	v3a_Tox21_110604
23288-49-5	Probucol	v3a_Tox21_110605
23327-57-3	Nefopam hydrochloride	v3a_Tox21_110606
23828-92-4	Ambroxolhydrochloride	v3a_Tox21_110607
23930-37-2	Alfadolone acetate	v3a_Tox21_110608
23964-57-0	Articaine hydrochloride	v3a_Tox21_110609
24280-93-1	Mycophenolic acid	v3a_Tox21_110610
24815-24-5	Rescinnamine	v3a_Tox21_110611
25155-18-4	Methylbenzethonium chloride	v3a_Tox21_301446
25389-94-0	Kanamycin A sulfate	v3a_Tox21_202817
25812-30-0	Gemfibrozil	v3a_Tox21_302784
25953-17-7	Minaprine dihydrochloride	v3a_Tox21_111355
26839-75-8	Timolol	v3a_Tox21_110614
27470-51-5	Suxibuzone	v3a_Tox21_302778
27523-40-6	Isoconazole	v3a_Tox21_110616
27912-14-7	Levobunolol hydrochloride	v3a_Tox21_110617
30544-47-9	Etofenamate	v3a_Tox21_110618
31112-62-6	Metrizamide	v3a_Tox21_110619
31431-39-7	Mebendazole	v3a_Tox21_110620
31677-93-7	Bupropion hydrochloride	v3a_Tox21_301844
29560-58-5	Moricizine hydrochloride	v3a_Tox21_110622
32780-64-6	Labetalol hydrochloride	v3a_Tox21_302725
64872-77-1	Butoconazole nitrate	v3a_Tox21_110624
32887-03-9	Pivmecillinam hydrochloride	v3a_Tox21_110625
32986-56-4	Tobramycin	v3a_Tox21_110626
33005-95-7	Tiaprofenic acid	v3a_Tox21_110627
33125-97-2	Etomidate	v3a_Tox21_110628
33342-05-1	Gliquidone	v3a_Tox21_110629
33419-42-0	Etoposide	v3a_Tox21_302201
33817-20-8	Pivampicillin	v3a_Tox21_110631
34097-16-0	Clocortolone pivalate	v3a_Tox21_110632
34381-68-5	Acebutolol hydrochloride	v3a_Tox21_110633
34552-84-6	Isoxicam	v3a_Tox21_110634
35457-80-8	Midecamycin	v3a_Tox21_110635
35543-24-9	Buflomedil hydrochloride	v3a_Tox21_301435
36167-63-2	Halofantrine hydrochloride	v3a_Tox21_110637
36330-85-5	Fenbufen	v3a_Tox21_110638
37321-09-8	Apramycin	v3a_Tox21_110639
37661-08-8	Bacampicillin hydrochloride	v3a_Tox21_110640
38363-32-5	Penbutolol sulfate	v3a_Tox21_110641
39878-70-1	Talampicillin hydrochloride	v3a_Tox21_110642
40828-46-4	Suprofen	v3a_Tox21_110643
41340-25-4	Etodolac	v3a_Tox21_202218
41859-67-0	Bezafibrate	v3a_Tox21_301845
42200-33-9	Nadolol	v3a_Tox21_110646
42924-53-8	Nabumetone	v3a_Tox21_110647
42971-09-5	Vinpocetine	v3a_Tox21_110839
43210-67-9	Fenbendazole	v3a_Tox21_301828
49697-38-3	Rimexolone	v3a_Tox21_110650
50370-12-2	Cefadroxil	v3a_Tox21_110651
51022-98-1	Butirosin disulfate	v3a_Tox21_110652
51146-56-6	Dexibuprofen	v3a_Tox21_113141
51333-22-3	Budesonide	v3a_Tox21_302815
51781-21-6	Carteolol hydrochloride	v3a_Tox21_110654
51940-44-4	Pipemidic acid	v3a_Tox21_110655
53164-05-9	Acemetacin	v3a_Tox21_113473
53179-09-2	Sisomicin sulfate	v3a_Tox21_110656
53797-35-6	Ribostamycin sulfate	v3a_Tox21_110657
55142-85-3	Ticlopidine	v3a_Tox21_110658
54965-21-8	Albendazole	v3a_Tox21_302300
55268-74-1	Praziquantel	v3a_Tox21_302927
55837-27-9	Piretanide	v3a_Tox21_110661
56211-40-6	Torsemide	v3a_Tox21_110662
56391-57-2	Netilmicin sulfate	v3a_Tox21_110663
59017-64-0	Ioxaglic acid	v3a_Tox21_110664
59263-76-2	Meptazinol hydrochloride	v3a_Tox21_110665
59804-37-4	Tenoxicam	v3a_Tox21_110666
59865-13-3	Cyclosporin A	v3a_Tox21_301849
60166-93-0	Iopamidol	v3a_Tox21_110668
60200-06-8	Clorsulon	v3a_Tox21_113007
60925-61-3	Ceforanide	v3a_Tox21_110670
61318-91-0	Sulconazole nitrate	v3a_Tox21_110671
61413-54-5	Rolipram	v3a_Tox21_110672
63245-28-3	Etifenin	v3a_Tox21_110673
63074-08-8	Terazosin hydrochloride	v3a_Tox21_110674
64019-93-8	Dipivefrin hydrochloride	v3a_Tox21_110675
65277-42-1	Ketoconazole	v3a_Tox21_300267
65473-14-5	Naftifine hydrochloride	v3a_Tox21_110677
65513-72-6	Glafenine hydrochloride	v3a_Tox21_110678
67915-31-5	Terconazole	v3a_Tox21_110679
68844-77-9	Astemizole	v3a_Tox21_200095
69712-56-7	Cefotetan	v3a_Tox21_110681
70458-96-7	Norfloxacin	v3a_Tox21_113441
73231-34-2	Florfenicol	v3a_Tox21_110683
73334-07-3	Iopromide	v3a_Tox21_110684
73384-60-8	Sulmazole	v3a_Tox21_110685
73590-58-6	Omeprazole	v3a_Tox21_200509
73771-04-7	Prednicarbate	v3a_Tox21_110687
74011-58-8	Enoxacin	v3a_Tox21_110688
64221-86-9	Imipenem	v3a_Tox21_110689
75695-93-1	Isradipine	v3a_Tox21_110690
76963-41-2	Nizatidine	v3a_Tox21_301594
78110-38-0	Aztreonam	v3a_Tox21_110692
78712-43-3	Ozagrel hydrochloride	v3a_Tox21_110693
79350-37-1	Cefixime	v3a_Tox21_110694
79547-78-7	Levocabastine hydrochloride	v3a_Tox21_110695
79902-63-9	Simvastatin	v3a_Tox21_300400
80214-83-1	Roxithromycin	v3a_Tox21_301835
80474-14-2	Fluticasone propionate	v3a_Tox21_110698
81098-60-4	Cisapride	v3a_Tox21_110699
81110-73-8	Racecadotril	v3a_Tox21_110700
81403-68-1	Alfuzosin hydrochloride	v3a_Tox21_110701
81732-46-9	Bambuterol hydrochloride	v3a_Tox21_110702
82419-36-1	Ofloxacin	v3a_Tox21_110703
83881-52-1	Cetirizine dihydrochloride	v3a_Tox21_302261
83919-23-7	Mometasone furoate	v3a_Tox21_110705
84370-95-6	Clebopride maleate	v3a_Tox21_110706
85798-08-9	(-)-Quinpirole hydrochloride	v3a_Tox21_110707
87333-19-5	Ramipril	v3a_Tox21_110708
87771-40-2	Ioversol	v3a_Tox21_110709
89796-99-6	Aceclofenac	v3a_Tox21_110710
92339-11-2	Iodixanol	v3a_Tox21_110711
93107-08-5	Ciprofloxacin hydrochloride	v3a_Tox21_110712
93479-97-1	Glimepiride	v3a_Tox21_110713
95233-18-4	Atovaquone	v3a_Tox21_110714
96036-03-2	Meropenem	v3a_Tox21_110715
97612-24-3	Eticlopride hydrochloride	v3a_Tox21_113585
98079-52-8	Lomefloxacin hydrochloride	v3a_Tox21_113154
98319-26-7	Finasteride	v3a_Tox21_302744
99592-39-9	Sertaconazole nitrate	v3a_Tox21_110718
103639-04-9	Ondansetron hydrochloride dihydrate	v3a_Tox21_113345
112809-51-5	Letrozole	v3a_Tox21_303572
130693-82-2	Dorzolamide hydrochloride	v3a_Tox21_110720
135062-02-1	Repaglinide	v3a_Tox21_110721
138890-62-7	Brinzolamide	v3a_Tox21_110722
2751-09-9	Troleandomycin	v3a_Tox21_110723
3200-06-4	Nafronyl oxalate	v3a_Tox21_110724
3385-03-3	Flunisolide	v3a_Tox21_110725
66734-13-2	Alclometasone dipropionate	v3a_Tox21_110726
3737-09-5	Disopyramide	v3a_Tox21_110727
4360-12-7	Ajmaline	v3a_Tox21_110728
5875-06-9	Proparacaine hydrochloride	v3a_Tox21_113547
138-92-1	Betazole hydrochloride	v3a_Tox21_110729
66309-69-1	Cefotiam hydrochloride	v3a_Tox21_110730
14176-50-2	Tiletamine hydrochloride	v3a_Tox21_110731
35891-93-1	Tocainide hydrochloride	v3a_Tox21_110732
4310-35-4	Tridihexethyl chloride	v3a_Tox21_110733
52-62-0	Pentolinium ditartrate	v3a_Tox21_110734
52-88-0	Methylatropine nitrate	v3a_Tox21_110735
67-03-8	Thiamine hydrochloride	v3a_Tox21_110736
69-43-2	Prenylamine lactate	v3a_Tox21_110737
129-16-8	Mercurochrome	v3a_Tox21_110738
132-93-4	Phenethicillin potassium	v3a_Tox21_110739
137-88-2	Amprolium hydrochloride	v3a_Tox21_110740
138-14-7	Deferoxamine mesylate	v3a_Tox21_110741
140-64-7	Pentamidine isethionate	v3a_Tox21_300312
108032-11-7	Bergenin monohydrate	v3a_Tox21_110743
562-10-7	Doxylamine succinate	v3a_Tox21_302861
642-78-4	Cloxacillin sodium	v3a_Tox21_110744
751-94-0	Fusidate sodium	v3a_Tox21_110745
1405-41-0	Gentamicin sulfate	v3a_Tox21_110746
1476-53-5	Novobiocin sodium	v3a_Tox21_110747
1642-54-2	Diethylcarbamazine citrate	v3a_Tox21_110748
1949-20-8	Oxalamine citrate	v3a_Tox21_110749
2169-75-7	Deptropine citrate	v3a_Tox21_110750
2347-80-0	Thioproperazine dimethanesulfonate	v3a_Tox21_110751
2624-44-4	Ethamsylate	v3a_Tox21_110752
3546-41-6	Pyrvinium pamoate	v3a_Tox21_110753
3734-33-6	Denatonium benzoate	v3a_Tox21_301587
4330-99-8	Trimeprazine tartrate	v3a_Tox21_110755
4697-14-7	Ticarcillin disodium	v3a_Tox21_110756
5560-59-8	Alverine citrate	v3a_Tox21_110757
5714-90-9	Levopropoxyphene napsylate	v3a_Tox21_110758
68-89-3	Dipyrone	v3a_Tox21_200497
6035-45-6	Calcium folinate pentahydrate	v3a_Tox21_110760
6151-25-3	Quercetin dihydrate	v3a_Tox21_201150
6151-30-0	Quinacrine dihydrochloride dihydrate	v3a_Tox21_110762
6153-33-9	Mebhydrolin 1,5-naphtalenedisulfonate	v3a_Tox21_110763
6385-02-0	Meclofenamate sodium	v3a_Tox21_110764
6398-98-7	Amodiaquin dihydrochloride dihydrate	v3a_Tox21_110765
6700-34-1	Dextromethorphan hydrobromide monohydrate	v3a_Tox21_110766
7177-50-6	Nafcillin sodium monohydrate	v3a_Tox21_110767
7279-75-6	Isoetharine mesylate	v3a_Tox21_110768
7421-40-1	Carbenoxolone sodium	v3a_Tox21_110769
8067-24-1	Hydergine	v3a_Tox21_113351
15307-79-6	Diclofenac sodium	v3a_Tox21_300265
22373-78-0	Monensin sodium	v3a_Tox21_113191
24356-60-3	Cephapirin sodium	v3a_Tox21_110772
26155-31-7	Morantel tartrate	v3a_Tox21_110773
26159-34-2	Naproxen sodium	v3a_Tox21_110774
26807-65-8	Indapamide	v3a_Tox21_302687
207801-27-2	Yohimbic acid monohydrate	v3a_Tox21_110776
30034-03-8	Cefamandole sodium	v3a_Tox21_110777
33401-94-4	Pyrantel tartrate	v3a_Tox21_113347
33402-03-8	Metaraminol bitartrate	v3a_Tox21_110778
37091-65-9	Azlocillin sodium	v3a_Tox21_110779
38562-01-5	Dinoprost tromethamine	v3a_Tox21_110780
41621-49-2	Ciclopirox olamine	v3a_Tox21_110781
42461-84-7	Flunixin meglumine	v3a_Tox21_110782
52152-93-9	Cefsulodin sodium	v3a_Tox21_110783
52239-63-1	Thiethylperazine malate	v3a_Tox21_110784
53746-45-5	Fenoprofen calcium	v3a_Tox21_110785
54856-23-4	Betahistine mesylate	v3a_Tox21_110786
56392-17-7	Metoprolol tartrate	v3a_Tox21_113528
56796-39-5	Cefmetazole sodium	v3a_Tox21_110788
56974-61-9	Gabexate mesilate	v3a_Tox21_110789
59703-84-3	Piperacillin sodium salt	v3a_Tox21_113405
64228-81-5	Atracurium besylate	v3a_Tox21_110790
64485-93-4	Cefotaxime sodium	v3a_Tox21_110791
64490-92-2	Tolmetin sodium	v3a_Tox21_110792
64953-12-4	Moxalactam disodium	v3a_Tox21_110793
73816-42-9	Meclocycline sulfosalicylate	v3a_Tox21_110794
74103-07-4	Ketorolac tromethamine	v3a_Tox21_113519
77883-43-3	Doxazosin mesylate	v3a_Tox21_110796
78439-06-2	Ceftazidime pentahydrate	v3a_Tox21_110797
83915-83-7	Lisinopril dihydrate	v3a_Tox21_110798
92953-10-1	Clofilium tosylate	v3a_Tox21_110799
2181-04-6	Canrenoate potassium	v3a_Tox21_110800
123171-59-5	Cefepime chloride hydrochloride hydrate	v3a_Tox21_110801
129497-78-5	Verteporfin	v3a_Tox21_110802
7492-31-1	Isometheptene mucate	v3a_Tox21_113355
458-37-7	Curcumin	v3a_Tox21_201116
471-53-4	Glycyrrhetinic acid	v3a_Tox21_200799
476-66-4	Ellagic acid	v3a_Tox21_110805
124-87-8	Picrotoxin	v3a_Tox21_111261
357-70-0	Galanthamine	v3a_Tox21_110807
17692-51-2	Metergoline	v3a_Tox21_110808
113-42-8	Methergine	v3a_Tox21_110809
27848-84-6	Nicergoline	v3a_Tox21_110810
131-03-3	Rauwolscine	v3a_Tox21_110811
302-79-4	trans-Retinoic acid	v3a_Tox21_300305
83-88-5	Riboflavin	v3a_Tox21_302980
501-30-4	Kojic acid	v3a_Tox21_113449
29617-43-4	(1S,9R)-beta-Hydrastine	v3a_Tox21_110815
51-55-8	Atropine	v3a_Tox21_200487
404-86-4	Capsaicin	v3a_Tox21_200315
68-26-8	Retinol	v3a_Tox21_300287
83-79-4	Rotenone	v3a_Tox21_300695
66104-23-2	Pergolide methanesulfonate	v3a_Tox21_110820
511-12-6	Dihydroergotamine	v3a_Tox21_110821
17479-19-5	Dihydroergocristine	v3a_Tox21_113115
70-70-2	Paroxypropione	v3a_Tox21_110822
83-73-8	Iodoquinol	v3a_Tox21_110823
105628-07-7	Fasudil hydrochloride	v3a_Tox21_110824
52468-60-7	Flunarizine	v3a_Tox21_110825
147-93-3	2-Thiosalicylic acid	v3a_Tox21_113560
1716-12-7	Sodium 4-phenylbutyrate	v3a_Tox21_110826
58-55-9	Theophylline	v3a_Tox21_300028
88107-10-2	Tomelukast	v3a_Tox21_302412
60-31-1	Acetylcholine chloride	v3a_Tox21_113435
136-40-3	Phenazopyridine hydrochloride	v3a_Tox21_302738
72599-27-0	Miglustat	v3a_Tox21_110830
93106-60-6	Enrofloxacin	v3a_Tox21_110831
69-53-4	Ampicillin	v3a_Tox21_301416
97-18-7	Bithionol	v3a_Tox21_302919
115-02-6	Azaserine	v3a_Tox21_302892
4291-63-8	Cladribine	v3a_Tox21_300596
389-08-2	Nalidixic acid	v3a_Tox21_302754
53902-12-8	Tranilast	v3a_Tox21_110836
54739-18-3	Fluvoxamine	v3a_Tox21_110837
77-09-8	Phenolphthalein	v3a_Tox21_300282
42835-25-6	Flumequine	v3a_Tox21_110840
132-60-5	Cinchophen	v3a_Tox21_400022
17692-31-8	Dropropizine	v3a_Tox21_110842
52-68-6	Trichlorfon	v3a_Tox21_300860
20559-55-1	Oxibendazole	v3a_Tox21_110844
3440-28-6	Betamipron	v3a_Tox21_110845
144-80-9	Sulfacetamide	v3a_Tox21_303100
57-68-1	Sulfamethazine	v3a_Tox21_303006
71125-38-7	Meloxicam	v3a_Tox21_302756
452-35-7	Ethoxzolamide	v3a_Tox21_110848
79416-27-6	Methyl aminolevulinate hydrochloride	v3a_Tox21_110849
60628-96-8	Bifonazole	v3a_Tox21_110850
68-88-2	Hydroxyzine	v3a_Tox21_113569
50-10-2	Oxyphenonium bromide	v3a_Tox21_110851
24169-02-6	Econazole nitrate	v3a_Tox21_303391
57524-89-7	Hydrocortisone valerate	v3a_Tox21_110853
84625-61-6	Itraconazole	v3a_Tox21_110854
848-53-3	Homochlorcyclizine	v3a_Tox21_110855
13739-02-1	Diacerein	v3a_Tox21_110856
636-47-5	Stallimycin	v3a_Tox21_110857
54767-75-8	Suloctdil	v3a_Tox21_110858
78218-09-4	Dazoxiben	v3a_Tox21_110859
50978-11-5	Diatrizoic acid dihydrate	v3a_Tox21_113395
14007-64-8	Butetamate	v3a_Tox21_110860
57-41-0	5,5-Diphenylhydantoin	v3a_Tox21_300281
1176-08-5	Phenyltoloxamine citrate	v3a_Tox21_110862
15826-37-6	Cromolyn sodium	v3a_Tox21_302003
362-74-3	Bucladesine	v3a_Tox21_110864
74050-98-9	Ketanserin	v3a_Tox21_110865
437-74-1	Xanthinol niacinate	v3a_Tox21_110866
50-04-4	Cortisone acetate	v3a_Tox21_113482
152-58-9	Cortodoxone	v3a_Tox21_110867
630-56-8	Hydroxyprogesterone caproate	v3a_Tox21_302333
50-50-0	Estradiol benzoate	v3a_Tox21_110868
67-73-2	Fluocinolone acetonide	v3a_Tox21_302364
53123-88-9	Sirolimus	v3a_Tox21_112750
80-50-2	Anisotropine methylbromide	v3a_Tox21_113475
75847-73-3	Enalapril	v3a_Tox21_110872
55096-26-9	Nalmefene	v3a_Tox21_110873
518-28-5	Podofilox	v3a_Tox21_202922
33564-31-7	Diflorasone diacetate	v3a_Tox21_110875
56-47-3	Deoxycorticosterone acetate	v3a_Tox21_110876
125-04-2	Hydrocortisone 21-hemisuccinate sodium salt	v3a_Tox21_113501
616-91-1	N-Acetyl-L-cysteine	v3a_Tox21_201078
2169-64-4	6-Azaribine	v3a_Tox21_110878
2002-29-1	Flumethasone pivalate	v3a_Tox21_113499
50-22-6	Corticosterone	v3a_Tox21_303642
53994-73-3	Cefaclor	v3a_Tox21_110880
302-22-7	Chlormadinone acetate	v3a_Tox21_200665
51-52-5	6-Propyl-2-thiouracil	v3a_Tox21_300280
66985-17-9	Ipratropium bromide hydrate	v3a_Tox21_113505
50-23-7	Hydrocortisone	v3a_Tox21_200815
23930-19-0	Alphaxalone	v3a_Tox21_110884
76-25-5	Triamcinolone acetonide	v3a_Tox21_303014
3056-17-5	Stavudine	v3a_Tox21_300583
92-13-7	Pilocarpine	v3a_Tox21_110887
75330-75-5	Lovastatin	v3a_Tox21_300268
382-67-2	Desoximetasone	v3a_Tox21_110889
62571-86-2	Captopril	v3a_Tox21_110890
58-61-7	Adenosine	v3a_Tox21_110891
50-91-9	Floxuridine	v3a_Tox21_110892
63-05-8	4-Androstene-3,17-dione	v3a_Tox21_300579
361-37-5	Methysergide	v3a_Tox21_110895
35212-22-7	Ipriflavone	v3a_Tox21_113172
20830-81-3	Daunorubicin	v3a_Tox21_110896
61-76-7	Phenylephrine hydrochloride	v3a_Tox21_302846
42399-41-7	Diltiazem	v3a_Tox21_110898
835-31-4	Naphazoline	v3a_Tox21_113645
52-67-5	D-Penicillamine	v3a_Tox21_110899
90-69-7	Lobeline	v3a_Tox21_110900
483-18-1	Emetine	v3a_Tox21_110901
38090-53-8	(E)-4-amino-2-butenoic acid	v3a_Tox21_110902
338-69-2	D-Alanine	v3a_Tox21_110903
1783-96-6	D-Aspartic acid	v3a_Tox21_110904
6893-26-1	D-Glutamic acid	v3a_Tox21_113052
56-86-0	L-Glutamic acid	v3a_Tox21_113053
56-40-6	Glycine	v3a_Tox21_113575
487-79-6	Kainic acid	v3a_Tox21_110905
123040-69-7	Azasetron	v3a_Tox21_110906
124756-23-6	Binospirone mesylate	v3a_Tox21_113054
25614-03-3	Bromocriptine	v3a_Tox21_110907
54239-37-1	Cimaterol	v3a_Tox21_110908
77-23-6	Carbetapentane	v3a_Tox21_110909
28860-95-9	Carbidopa	v3a_Tox21_110910
1166-34-3	Cinanserin	v3a_Tox21_110911
56-06-4	2,4-Diamino-6-hydroxypyrimidine	v3a_Tox21_113576
70788-28-2	Flurofamide	v3a_Tox21_110912
51411-04-2	Alrestatin	v3a_Tox21_110913
510-74-7	AMI-193	v3a_Tox21_110914
23210-56-2	Ifenprodil	v3a_Tox21_110915
20229-30-5	Metitepine	v3a_Tox21_110916
41372-08-1	Methyldopa sesquihydrate	v3a_Tox21_300482
85181-40-4	Tropanyl 3,5-dimethylbenzoate	v3a_Tox21_110918
486-12-4	Triprolidine	v3a_Tox21_110919
50903-99-6	L-Nitroarginine methyl ester	v3a_Tox21_110920
827-61-2	Aceclidine	v3a_Tox21_110921
98330-05-3	Anpirtoline	v3a_Tox21_110922
207572-66-5	Pirlindole mesylate	v3a_Tox21_110923
98774-23-3	Tesmilifene	v3a_Tox21_110924
